,ua,insc,estado_civil,sit_lab_alumno,tipo_res_alumno,sit_lab_padres,estudios_padres
391,FCEQN,FCEQN-6068,1.0,NC,-1.0,-1,-1.0
392,FCEQN,FCEQN-5874,1.0,NC,-1.0,-1,-1.0
393,FCEQN,FCEQN-6207,1.0,NC,-1.0,-1,-1.0
394,FCEQN,FCEQN-6460,1.0,NC,-1.0,-1,-1.0
395,FCEQN,FCEQN-1810,1.0,NC,-1.0,-1,-1.0
396,FCEQN,FCEQN-6468,1.0,NC,-1.0,1,5.0
397,FCEQN,FCEQN-6042,1.0,NC,3.0,3,3.0
398,FCEQN,FCEQN-5925,1.0,NC,1.0,3,5.0
399,FCEQN,FCEQN-5885,1.0,NC,-1.0,3,5.0
400,FCEQN,FCEQN-6009,1.0,NC,-1.0,1,5.0
401,FCEQN,FCEQN-6469,1.0,NC,-1.0,-1,-1.0
402,FCEQN,FCEQN-6414,1.0,NC,-1.0,-1,-1.0
403,FCEQN,FCEQN-6470,1.0,NC,-1.0,-1,-1.0
404,FCEQN,FCEQN-6471,1.0,NC,2.0,3,3.0
405,FCEQN,FCEQN-6310,1.0,NC,-1.0,-1,-1.0
406,FCEQN,FCEQN-6285,1.0,NC,-1.0,-1,-1.0
407,FCEQN,FCEQN-6350,1.0,NC,2.0,1,5.0
408,FCEQN,FCEQN-6313,1.0,NC,2.0,3,5.0
409,FCEQN,FCEQN-5751,1.0,NC,1.0,3,5.0
410,FCEQN,FCEQN-5819,1.0,NC,2.0,1,5.0
411,FCEQN,FCEQN-6246,1.0,NC,-1.0,-1,-1.0
412,FCEQN,FCEQN-6472,1.0,NC,1.0,3,3.0
413,FCEQN,FCEQN-6045,1.0,NC,-1.0,-1,-1.0
414,FCEQN,FCEQN-6307,1.0,NC,-1.0,-1,-1.0
415,FCEQN,FCEQN-5973,1.0,NC,1.0,1,4.0
416,FCEQN,FCEQN-6234,1.0,NC,-1.0,-1,-1.0
417,FCEQN,FCEQN-6203,1.0,NC,1.0,3,7.0
418,FCEQN,FCEQN-6370,1.0,NC,-1.0,-1,-1.0
419,FCEQN,FCEQN-6314,1.0,NC,2.0,3,3.0
420,FCEQN,FCEQN-5974,1.0,NC,-1.0,-1,-1.0
421,FCEQN,FCEQN-6117,1.0,NC,2.0,3,5.0
422,FCEQN,FCEQN-5953,1.0,NC,1.0,3,4.0
423,FCEQN,FCEQN-6475,1.0,NC,2.0,1,7.0
424,FCEQN,FCEQN-5904,1.0,NC,2.0,1,7.0
425,FCEQN,FCEQN-5999,1.0,NC,-1.0,-1,-1.0
426,FCEQN,FCEQN-5938,1.0,NC,-1.0,-1,-1.0
427,FCEQN,FCEQN-5959,1.0,NC,1.0,1,4.0
428,FCEQN,FCEQN-6018,1.0,NC,1.0,3,3.0
429,FCEQN,FCEQN-6256,1.0,NC,-1.0,-1,-1.0
430,FCEQN,FCEQN-6056,1.0,NC,-1.0,-1,-1.0
431,FCEQN,FCEQN-5695,1.0,NC,-1.0,-1,-1.0
432,FCEQN,FCEQN-6236,1.0,NC,1.0,3,5.0
433,FCEQN,FCEQN-6231,1.0,NC,1.0,3,3.0
434,FCEQN,FCEQN-5997,1.0,NC,-1.0,-1,-1.0
435,FCEQN,FCEQN-6227,1.0,NC,-1.0,-1,-1.0
436,FCEQN,FCEQN-6100,1.0,NC,-1.0,-1,-1.0
437,FCEQN,FCEQN-6214,1.0,NC,-1.0,-1,-1.0
438,FCEQN,FCEQN-6059,1.0,NC,-1.0,-1,-1.0
439,FCEQN,FCEQN-6243,1.0,NC,1.0,3,3.0
440,FCEQN,FCEQN-5964,1.0,NC,-1.0,-1,-1.0
441,FCEQN,FCEQN-6373,1.0,NC,-1.0,-1,-1.0
442,FCEQN,FCEQN-6034,1.0,NC,-1.0,-1,-1.0
443,FCEQN,FCEQN-5939,1.0,NC,1.0,3,5.0
444,FCEQN,FCEQN-6080,1.0,NC,2.0,1,5.0
445,FCEQN,FCEQN-6039,1.0,NC,1.0,3,5.0
446,FCEQN,FCEQN-5854,1.0,NC,-1.0,-1,-1.0
447,FCEQN,FCEQN-6323,1.0,NC,-1.0,3,3.0
448,FCEQN,FCEQN-6479,1.0,NC,-1.0,-1,-1.0
449,FCEQN,FCEQN-5841,1.0,NC,-1.0,-1,-1.0
450,FCEQN,FCEQN-6476,1.0,NC,1.0,3,5.0
451,FCEQN,FCEQN-6121,1.0,NC,2.0,3,5.0
452,FCEQN,FCEQN-6029,1.0,NC,-1.0,-1,-1.0
453,FCEQN,FCEQN-5931,1.0,NC,-1.0,-1,-1.0
454,FCEQN,FCEQN-6188,1.0,NC,2.0,1,5.0
455,FCEQN,FCEQN-6379,1.0,NC,-1.0,-1,-1.0
456,FCEQN,FCEQN-6394,1.0,NC,-1.0,-1,-1.0
457,FCEQN,FCEQN-6126,1.0,NC,2.0,1,3.0
458,FCEQN,FCEQN-5820,1.0,NC,1.0,1,3.0
459,FCEQN,FCEQN-5875,1.0,NC,1.0,3,3.0
460,FCEQN,FCEQN-5881,1.0,NC,2.0,3,4.0
461,FCEQN,FCEQN-6208,1.0,NC,1.0,1,5.0
462,FCEQN,FCEQN-6181,1.0,NC,-1.0,-1,-1.0
463,FCEQN,FCEQN-5821,1.0,NC,-1.0,-1,-1.0
464,FCEQN,FCEQN-5956,1.0,NC,-1.0,-1,-1.0
465,FCEQN,FCEQN-6172,1.0,NC,1.0,1,3.0
466,FCEQN,FCEQN-6092,1.0,NC,1.0,3,5.0
467,FCEQN,FCEQN-6190,1.0,NC,2.0,1,3.0
468,FCEQN,FCEQN-6253,1.0,NC,1.0,3,3.0
469,FCEQN,FCEQN-6477,1.0,NC,1.0,3,3.0
470,FCEQN,FCEQN-5987,1.0,NC,2.0,3,3.0
471,FCEQN,FCEQN-6259,1.0,NC,1.0,-1,-1.0
472,FCEQN,FCEQN-6096,1.0,NC,1.0,3,3.0
473,FCEQN,FCEQN-5980,1.0,NC,-1.0,-1,-1.0
474,FCEQN,FCEQN-6054,1.0,NC,-1.0,-1,-1.0
475,FCEQN,FCEQN-6134,1.0,NC,-1.0,-1,-1.0
476,FCEQN,FCEQN-6075,1.0,Si,1.0,1,5.0
477,FCEQN,FCEQN-5855,1.0,NC,1.0,1,3.0
478,FCEQN,FCEQN-6085,1.0,NC,2.0,1,3.0
479,FCEQN,FCEQN-6252,1.0,NC,-1.0,-1,-1.0
480,FCEQN,FCEQN-6128,1.0,NC,1.0,-1,-1.0
481,FCEQN,FCEQN-5986,1.0,NC,1.0,3,3.0
482,FCEQN,FCEQN-6156,1.0,NC,4.0,1,3.0
483,FCEQN,FCEQN-6124,1.0,NC,-1.0,-1,-1.0
484,FCEQN,FCEQN-6161,2.0,NC,1.0,1,3.0
485,FCEQN,FCEQN-6193,1.0,NC,1.0,-1,-1.0
486,FCEQN,FCEQN-6113,1.0,NC,-1.0,-1,-1.0
487,FCEQN,FCEQN-5993,1.0,NC,2.0,-1,-1.0
488,FCEQN,FCEQN-6074,1.0,NC,1.0,-1,-1.0
489,FCEQN,FCEQN-5998,1.0,1,1.0,3,5.0
490,FCEQN,FCEQN-6072,1.0,NC,1.0,1,5.0
491,FCEQN,FCEQN-6132,1.0,NC,-1.0,-1,-1.0
492,FCEQN,FCEQN-6086,1.0,NC,1.0,1,7.0
493,FCEQN,FCEQN-6403,1.0,NC,1.0,-1,-1.0
494,FCEQN,FCEQN-5887,1.0,No,1.0,3,5.0
495,FCEQN,FCEQN-5873,1.0,NC,1.0,1,5.0
496,FCEQN,FCEQN-6084,1.0,NC,2.0,1,5.0
497,FCEQN,FCEQN-6131,1.0,NC,2.0,1,7.0
498,FCEQN,FCEQN-6025,1.0,NC,2.0,3,4.0
499,FCEQN,FCEQN-0501,1.0,NC,1.0,1,4.0
500,FCEQN,FCEQN-0502,1.0,NC,-1.0,1,5.0
501,FCEQN,FCEQN-6040,1.0,NC,2.0,1,5.0
502,FCEQN,FCEQN-6155,1.0,NC,1.0,1,5.0
503,FCEQN,FCEQN-5915,1.0,NC,-1.0,1,3.0
504,FCEQN,FCEQN-6481,1.0,NC,2.0,3,4.0
505,FCEQN,FCEQN-6176,1.0,NC,2.0,1,5.0
506,FCEQN,FCEQN-3406,1.0,NC,1.0,1,5.0
507,FCEQN,FCEQN-6486,1.0,NC,2.0,1,7.0
508,FCEQN,FCEQN-6487,1.0,NC,-1.0,1,7.0
509,FCEQN,FCEQN-6417,1.0,NC,2.0,1,5.0
510,FCEQN,FCEQN-5950,1.0,NC,1.0,3,3.0
511,FCEQN,FCEQN-5866,1.0,NC,2.0,1,7.0
512,FCEQN,FCEQN-6273,1.0,NC,1.0,3,4.0
513,FCEQN,FCEQN-6043,1.0,NC,2.0,3,3.0
514,FCEQN,FCEQN-6210,1.0,NC,2.0,3,7.0
515,FCEQN,FCEQN-6447,1.0,NC,2.0,3,5.0
516,FCEQN,FCEQN-5303,1.0,NC,2.0,1,3.0
517,FCEQN,FCEQN-5234,1.0,NC,2.0,-1,-1.0
518,FCEQN,FCEQN-4582,1.0,NC,-1.0,-1,-1.0
519,FCEQN,FCEQN-1168,1.0,NC,1.0,1,4.0
520,FCEQN,FCEQN-5930,1.0,NC,1.0,3,6.0
521,FCEQN,FCEQN-6298,1.0,NC,2.0,3,3.0
522,FCEQN,FCEQN-6488,1.0,NC,2.0,1,3.0
523,FCEQN,FCEQN-6423,1.0,NC,2.0,-1,-1.0
524,FCEQN,FCEQN-4749,1.0,NC,2.0,1,4.0
525,FCEQN,944,1.0,NC,-1.0,-1,-1.0
526,FCEQN,FCEQN-4204,1.0,NC,-1.0,1,5.0
527,FCEQN,FCEQN-4891,1.0,NC,1.0,3,3.0
528,FCEQN,5689,1.0,NC,-1.0,1,7.0
529,FCEQN,FCEQN-1992,1.0,NC,1.0,-1,-1.0
530,FCEQN,FCEQN-4192,1.0,NC,2.0,1,6.0
531,FCEQN,981,1.0,NC,1.0,-1,-1.0
532,FCEQN,FCEQN-5543,1.0,NC,2.0,-1,-1.0
533,FCEQN,FCEQN-5777,1.0,NC,1.0,3,5.0
534,FCEQN,FCEQN-5244,1.0,NC,1.0,3,5.0
535,FCEQN,FCEQN-5533,1.0,NC,1.0,3,7.0
536,FCEQN,FCEQN-2369,1.0,NC,1.0,1,5.0
537,FCEQN,FCEQN-5791,1.0,NC,2.0,3,3.0
538,FCEQN,FCEQN-5796,1.0,NC,-1.0,1,5.0
539,FCEQN,FCEQN-1283,1.0,NC,2.0,3,5.0
540,FCEQN,FCEQN-5266,1.0,NC,-1.0,-1,-1.0
541,FCEQN,FCEQN-5265,1.0,NC,-1.0,-1,-1.0
542,FCEQN,FCEQN-5131,1.0,NC,2.0,1,5.0
543,FCEQN,FCEQN-5264,1.0,NC,2.0,1,5.0
544,FCEQN,FCEQN-1665,1.0,NC,-1.0,1,5.0
545,FCEQN,FCEQN-5463,1.0,NC,-1.0,-1,-1.0
546,FCEQN,FCEQN-5525,1.0,NC,3.0,1,5.0
547,FCEQN,FCEQN-5578,1.0,NC,-1.0,1,5.0
548,FCEQN,FCEQN-5340,1.0,NC,2.0,1,5.0
549,FCEQN,FCEQN-3585,1.0,NC,-1.0,1,5.0
550,FCEQN,FCEQN-5186,1.0,NC,2.0,1,5.0
551,FCEQN,3219,1.0,NC,2.0,3,5.0
552,FCEQN,FCEQN-5182,1.0,NC,1.0,1,5.0
553,FCEQN,FCEQN-4506,1.0,NC,1.0,3,5.0
554,FCEQN,FCEQN-5257,1.0,NC,2.0,-1,-1.0
555,FCEQN,FCEQN-4851,1.0,Si,1.0,5,3.0
556,FCEQN,FCEQN-5166,1.0,Si,1.0,5,3.0
557,FCEQN,FCEQN-5472,1.0,NC,1.0,3,5.0
558,FCEQN,FCEQN-5465,1.0,NC,1.0,1,5.0
559,FCEQN,FCEQN-5419,1.0,NC,-1.0,1,5.0
560,FCEQN,FCEQN-5411,1.0,NC,1.0,3,5.0
561,FCEQN,FCEQN-5996,1.0,NC,1.0,3,3.0
562,FCEQN,FCEQN-4184,1.0,NC,1.0,3,5.0
563,FCEQN,FCEQN-6275,1.0,NC,-1.0,-1,-1.0
564,FCEQN,FCEQN-5920,1.0,NC,1.0,1,5.0
565,FCEQN,FCEQN-6028,1.0,NC,2.0,3,5.0
566,FCEQN,1687,1.0,NC,1.0,1,7.0
567,FCEQN,FCEQN-5921,1.0,NC,2.0,1,5.0
568,FCEQN,FCEQN-5868,1.0,NC,1.0,1,5.0
569,FCEQN,FCEQN-6049,1.0,NC,-1.0,-1,-1.0
570,FCEQN,FCEQN-6031,1.0,NC,1.0,1,5.0
571,FCEQN,FCEQN-6178,1.0,NC,2.0,1,3.0
572,FCEQN,FCEQN-6097,1.0,NC,1.0,3,3.0
573,FCEQN,1576,1.0,NC,2.0,1,5.0
574,FCEQN,FCEQN-5130,1.0,NC,-1.0,1,5.0
575,FCEQN,FCEQN-5282,1.0,NC,2.0,1,5.0
576,FCEQN,FCEQN-2771,1.0,NC,1.0,1,4.0
577,FCEQN,FCEQN-4463,1.0,NC,-1.0,3,5.0
578,FCEQN,FCEQN-3648,1.0,NC,-1.0,3,5.0
579,FCEQN,FCEQN-3469,1.0,NC,1.0,-1,-1.0
580,FCEQN,FCEQN-1555,1.0,NC,1.0,3,4.0
581,FCEQN,FCEQN-5245,1.0,NC,1.0,3,5.0
582,FCEQN,FCEQN-5466,1.0,NC,1.0,1,5.0
583,FCEQN,FCEQN-5319,1.0,NC,1.0,3,6.0
584,FCEQN,FCEQN-3781,1.0,NC,1.0,-1,-1.0
585,FCEQN,FCEQN-5329,1.0,NC,2.0,3,5.0
586,FCEQN,FCEQN-4206,1.0,NC,-1.0,1,5.0
587,FCEQN,FCEQN-5666,1.0,NC,1.0,3,3.0
588,FCEQN,FCEQN-2914,1.0,NC,-1.0,1,7.0
589,FCEQN,FCEQN-4988,1.0,NC,1.0,1,5.0
590,FCEQN,FCEQN-4551,1.0,NC,1.0,3,3.0
591,FCEQN,FCEQN-2443,1.0,NC,1.0,3,5.0
592,FCEQN,FCEQN-5345,1.0,NC,1.0,3,5.0
593,FCEQN,FCEQN-5277,1.0,NC,-1.0,3,5.0
594,FCEQN,FCEQN-5261,1.0,NC,-1.0,1,3.0
595,FCEQN,FCEQN-5772,1.0,NC,1.0,1,4.0
596,FCEQN,1057,1.0,NC,2.0,1,5.0
597,FCEQN,FCEQN-3511,1.0,NC,-1.0,-1,-1.0
598,FCEQN,FCEQN-5221,1.0,NC,1.0,3,5.0
599,FCEQN,FCEQN-1116,1.0,NC,2.0,1,4.0
600,FCEQN,FCEQN-2411,1.0,NC,-1.0,-1,-1.0
601,FCEQN,FCEQN-895,1.0,NC,2.0,1,5.0
602,FCEQN,FCEQN-630,1.0,NC,2.0,3,5.0
603,FCEQN,FCEQN-733,1.0,NC,2.0,3,5.0
604,FCEQN,FCEQN-3390,1.0,NC,-1.0,-1,-1.0
605,FCEQN,FCEQN-1351,1.0,NC,1.0,1,5.0
606,FCEQN,FCEQN-5392,1.0,NC,1.0,-1,-1.0
607,FCEQN,FCEQN-5623,2.0,NC,1.0,5,4.0
608,FCEQN,FCEQN-4604,1.0,NC,3.0,1,3.0
609,FCEQN,FCEQN-3529,1.0,NC,2.0,1,5.0
610,FCEQN,3428,1.0,NC,1.0,1,5.0
611,FCEQN,FCEQN-4182,1.0,NC,2.0,3,5.0
612,FCEQN,6697,1.0,NC,-1.0,1,7.0
613,FCEQN,FCEQN-5333,1.0,NC,1.0,3,5.0
614,FCEQN,FCEQN-5039,1.0,NC,2.0,1,5.0
615,FCEQN,FCEQN-5663,1.0,NC,1.0,1,4.0
616,FCEQN,FCEQN-5738,1.0,NC,2.0,1,5.0
617,FCEQN,FCEQN-5112,1.0,NC,-1.0,-1,-1.0
618,FCEQN,FCEQN-5367,1.0,NC,2.0,-1,-1.0
619,FCEQN,FCEQN-4193,1.0,NC,-1.0,-1,-1.0
620,FCEQN,5130,1.0,NC,-1.0,3,5.0
621,FCEQN,FCEQN-3682,1.0,NC,1.0,1,7.0
622,FCEQN,FCEQN-3503,1.0,NC,2.0,1,5.0
623,FCEQN,459,1.0,NC,1.0,1,7.0
624,FCEQN,1666,1.0,NC,1.0,1,3.0
625,FCEQN,FCEQN-4411,1.0,NC,2.0,1,7.0
626,FCEQN,FCEQN-3456,1.0,NC,-1.0,3,6.0
627,FCEQN,1772,1.0,NC,2.0,1,5.0
628,FCEQN,FCEQN-5628,1.0,NC,2.0,1,7.0
629,FCEQN,FCEQN-5142,1.0,NC,2.0,1,7.0
630,FCEQN,FCEQN-4832,1.0,NC,1.0,1,7.0
631,FCEQN,FCEQN-5383,1.0,NC,2.0,1,5.0
632,FCEQN,FCEQN-5286,1.0,NC,2.0,1,5.0
633,FCEQN,FCEQN-4259,1.0,NC,-1.0,-1,-1.0
634,FCEQN,FCEQN-5784,1.0,NC,3.0,3,3.0
635,FCEQN,FCEQN-2931,1.0,NC,2.0,3,5.0
636,FCEQN,FCEQN-6003,1.0,NC,1.0,3,4.0
637,FCEQN,FCEQN-5034,1.0,NC,-1.0,1,7.0
638,FCEQN,FCEQN-5010,1.0,NC,2.0,1,7.0
639,FCEQN,FCEQN-5864,1.0,NC,2.0,-1,-1.0
640,FCEQN,FCEQN-5616,1.0,NC,1.0,3,5.0
641,FCEQN,FCEQN-5268,1.0,NC,2.0,3,3.0
642,FCEQN,FCEQN-7229,1.0,NC,1.0,3,5.0
643,FCEQN,1674,1.0,NC,1.0,1,5.0
644,FCEQN,FCEQN-3438,1.0,NC,1.0,1,4.0
645,FCEQN,FCEQN-3458,1.0,NC,1.0,1,5.0
646,FCEQN,FCEQN-5015,1.0,NC,1.0,3,5.0
647,FCEQN,FCEQN-4864,1.0,NC,2.0,1,7.0
648,FCEQN,FCEQN-3534,1.0,NC,1.0,1,4.0
649,FCEQN,FCEQN-5800,1.0,NC,-1.0,-1,-1.0
650,FCEQN,5222,1.0,No,1.0,3,4.0
651,FCEQN,728,1.0,NC,2.0,1,5.0
652,FCEQN,FCEQN-6539,1.0,NC,1.0,3,5.0
653,FCEQN,FCEQN-6538,1.0,NC,2.0,1,5.0
654,FCEQN,FCEQN-7110,2.0,NC,1.0,1,5.0
655,FCEQN,FCEQN-6574,1.0,NC,2.0,3,4.0
656,FCEQN,FCEQN-6603,1.0,NC,-1.0,3,7.0
657,FCEQN,FCEQN-6106,1.0,NC,1.0,3,5.0
658,FCEQN,FCEQN-7234,1.0,NC,-1.0,1,5.0
659,FCEQN,FCEQN-6053,1.0,NC,-1.0,-1,-1.0
660,FCEQN,FCEQN-6327,1.0,NC,1.0,4,5.0
661,FCEQN,FCEQN-7049,1.0,NC,1.0,1,5.0
662,FCEQN,FCEQN-6699,1.0,NC,2.0,1,5.0
663,FCEQN,FCEQN-6969,1.0,NC,1.0,-1,-1.0
664,FCEQN,FCEQN-5949,1.0,NC,2.0,1,5.0
665,FCEQN,FCEQN-6975,2.0,NC,1.0,1,5.0
666,FCEQN,FCEQN-6533,1.0,NC,2.0,1,3.0
667,FCEQN,FCEQN-6550,1.0,NC,2.0,3,5.0
668,FCEQN,FCEQN-7237,1.0,No,2.0,3,3.0
669,FCEQN,FCEQN-7238,1.0,NC,2.0,1,7.0
670,FCEQN,FCEQN-5834,1.0,NC,1.0,-1,-1.0
671,FCEQN,FCEQN-7204,1.0,NC,1.0,-1,-1.0
672,FCEQN,FCEQN-4871,1.0,1,1.0,1,3.0
673,FCEQN,FCEQN-7052,1.0,NC,1.0,-1,-1.0
674,FCEQN,FCEQN-5903,1.0,NC,1.0,-1,-1.0
675,FCEQN,FCEQN-7236,1.0,No,1.0,3,7.0
676,FCEQN,FCEQN-2777,1.0,NC,1.0,1,7.0
677,FCEQN,FCEQN-5829,1.0,No,1.0,3,5.0
678,FCEQN,FCEQN-7016,1.0,No,1.0,1,7.0
679,FCEQN,FCEQN-6568,1.0,Si,1.0,3,5.0
680,FCEQN,FCEQN-6507,1.0,Si,1.0,1,7.0
681,FCEQN,FCEQN-6499,1.0,NC,2.0,1,4.0
682,FCEQN,FCEQN-7231,1.0,No,1.0,1,7.0
683,FCEQN,FCEQN-6618,1.0,NC,2.0,1,5.0
684,FCEQN,FCEQN-7073,1.0,NC,1.0,3,5.0
685,FCEQN,FCEQN-6700,1.0,NC,2.0,-1,-1.0
686,FCEQN,FCEQN-6023,1.0,No,1.0,3,4.0
687,FCEQN,FCEQN-6626,1.0,NC,1.0,3,5.0
688,FCEQN,FCEQN-6195,1.0,No,1.0,1,3.0
689,FCEQN,FCEQN-5471,1.0,NC,2.0,3,7.0
690,FCEQN,1527,1.0,No,2.0,1,5.0
691,FCEQN,FCEQN-6947,1.0,NC,1.0,3,3.0
692,FCEQN,FCEQN-7228,1.0,NC,2.0,1,7.0
693,FCEQN,FCEQN-1112,1.0,Si,2.0,5,5.0
694,FCEQN,FCEQN-3607,1.0,Si,1.0,5,5.0
695,FCEQN,FCEQN-6612,1.0,NC,4.0,3,3.0
696,FCEQN,FCEQN-5011,3.0,NC,4.0,-1,-1.0
697,FCEQN,FCEQN-7156,1.0,NC,1.0,-1,-1.0
698,FCEQN,FCEQN-5042,1.0,No,2.0,3,5.0
699,FCEQN,FCEQN-6775,1.0,NC,2.0,1,7.0
700,FCEQN,FCEQN-7245,1.0,NC,2.0,1,5.0
701,FCEQN,FCEQN-6719,1.0,No,1.0,3,3.0
702,FCEQN,FCEQN-6860,1.0,NO,1.0,4,3.0
703,FCEQN,FCEQN-6606,1.0,NC,2.0,3,3.0
704,FCEQN,FCEQN-6668,1.0,NC,-1.0,1,3.0
705,FCEQN,FCEQN-6927,1.0,NC,2.0,3,5.0
706,FCEQN,FCEQN-7241,1.0,NC,2.0,1,7.0
707,FCEQN,FCEQN-7240,1.0,NC,1.0,3,7.0
708,FCEQN,FCEQN-6805,1.0,NC,1.0,-1,-1.0
709,FCEQN,FCEQN-6730,1.0,NC,1.0,1,5.0
710,FCEQN,FCEQN-6838,1.0,NC,1.0,3,6.0
711,FCEQN,FCEQN-6816,2.0,NC,1.0,1,2.0
712,FCEQN,FCEQN-6569,1.0,NC,-1.0,-1,-1.0
713,FCEQN,FCEQN-6587,1.0,NC,4.0,1,5.0
714,FCEQN,FCEQN-6781,1.0,NC,-1.0,-1,-1.0
715,FCEQN,FCEQN-7028,1.0,NC,-1.0,-1,-1.0
716,FCEQN,FCEQN-6636,1.0,NC,-1.0,-1,1.0
717,FCEQN,FCEQN-6643,1.0,NC,-1.0,-1,-1.0
718,FCEQN,FCEQN-6566,1.0,NC,-1.0,-1,1.0
719,FCEQN,FCEQN-6515,1.0,NC,-1.0,-1,1.0
720,FCEQN,FCEQN-7121,1.0,NC,-1.0,-1,-1.0
721,FCEQN,FCEQN-6902,1.0,NC,-1.0,-1,-1.0
722,FCEQN,FCEQN-6663,1.0,NC,-1.0,-1,1.0
723,FCEQN,FCEQN-6680,1.0,NC,-1.0,-1,-1.0
724,FCEQN,FCEQN-7038,1.0,NC,-1.0,-1,-1.0
725,FCEQN,FCEQN-7029,1.0,NC,-1.0,-1,-1.0
726,FCEQN,FCEQN-6746,1.0,NC,-1.0,-1,-1.0
727,FCEQN,FCEQN-6518,1.0,NC,-1.0,-1,-1.0
728,FCEQN,FCEQN-6629,1.0,NC,-1.0,-1,1.0
729,FCEQN,FCEQN-6645,1.0,NC,-1.0,-1,1.0
730,FCEQN,FCEQN-6903,1.0,NC,-1.0,-1,-1.0
731,FCEQN,FCEQN-6742,1.0,NC,-1.0,-1,1.0
732,FCEQN,FCEQN-6765,1.0,NC,-1.0,-1,1.0
733,FCEQN,FCEQN-6979,1.0,NC,2.0,-1,-1.0
734,FCEQN,FCEQN-7247,1.0,NC,-1.0,-1,-1.0
735,FCEQN,FCEQN-7246,1.0,NC,-1.0,-1,1.0
736,FCEQN,FCEQN-6649,1.0,NC,-1.0,-1,1.0
737,FCEQN,FCEQN-6839,1.0,NC,-1.0,-1,-1.0
738,FCEQN,FCEQN-6683,1.0,NC,-1.0,-1,1.0
739,FCEQN,FCEQN-6802,1.0,NC,-1.0,-1,-1.0
740,FCEQN,FCEQN-6653,1.0,NC,-1.0,-1,1.0
741,FCEQN,FCEQN-6978,1.0,NC,2.0,-1,1.0
742,FCEQN,FCEQN-6787,1.0,NC,-1.0,-1,-1.0
743,FCEQN,FCEQN-6847,1.0,NC,-1.0,-1,1.0
744,FCEQN,FCEQN-6747,1.0,NC,-1.0,-1,1.0
745,FCEQN,FCEQN-7170,1.0,NC,-1.0,-1,-1.0
746,FCEQN,FCEQN-6841,1.0,NC,-1.0,-1,-1.0
747,FCEQN,FCEQN-6631,1.0,NC,-1.0,-1,-1.0
748,FCEQN,FCEQN-6997,1.0,NC,-1.0,-1,-1.0
749,FCEQN,FCEQN-6671,1.0,NC,-1.0,-1,-1.0
750,FCEQN,FCEQN-7232,1.0,NC,-1.0,-1,-1.0
751,FCEQN,FCEQN-7235,1.0,NC,-1.0,-1,-1.0
752,FCEQN,FCEQN-6918,1.0,NC,-1.0,-1,-1.0
753,FCEQN,FCEQN-7076,1.0,NC,-1.0,-1,-1.0
754,FCEQN,FCEQN-7227,1.0,NC,-1.0,-1,-1.0
755,FCEQN,FCEQN-7233,1.0,NC,-1.0,-1,1.0
756,FCEQN,FCEQN-6592,1.0,NC,-1.0,-1,1.0
757,FCEQN,FCEQN-6623,1.0,NC,-1.0,-1,1.0
758,FCEQN,FCEQN-6948,1.0,NC,-1.0,-1,1.0
759,FCEQN,FCEQN-6909,2.0,NC,-1.0,-1,1.0
760,FCEQN,FCEQN-7163,1.0,NC,-1.0,-1,1.0
761,FCEQN,FCEQN-6696,1.0,NC,-1.0,-1,-1.0
762,FCEQN,FCEQN-6573,1.0,NC,-1.0,-1,-1.0
763,FCEQN,FCEQN-2385,1.0,NC,-1.0,-1,-1.0
764,FCEQN,FCEQN-6785,1.0,NC,-1.0,-1,-1.0
765,FCEQN,FCEQN-4931,1.0,NC,-1.0,-1,1.0
766,FCEQN,FCEQN-4936,1.0,NC,-1.0,-1,1.0
767,FCEQN,FCEQN-3311,1.0,NC,-1.0,-1,-1.0
768,FCEQN,FCEQN-6496,1.0,NC,-1.0,-1,-1.0
769,FCEQN,FCEQN-6615,1.0,NC,-1.0,-1,1.0
770,FCEQN,FCEQN-6498,2.0,NC,-1.0,-1,-1.0
771,FCEQN,FCEQN-6718,1.0,NC,-1.0,-1,-1.0
772,FCEQN,FCEQN-6871,1.0,NC,-1.0,-1,-1.0
773,FCEQN,FCEQN-6641,1.0,NC,-1.0,-1,-1.0
774,FCEQN,FCEQN-6793,1.0,NC,-1.0,-1,1.0
775,FCEQN,FCEQN-7175,1.0,NC,-1.0,-1,-1.0
776,FCEQN,FCEQN-6812,1.0,NC,-1.0,-1,-1.0
777,FCEQN,FCEQN-7122,1.0,NC,-1.0,-1,-1.0
778,FCEQN,FCEQN-7097,1.0,NC,-1.0,-1,1.0
779,FCEQN,FCEQN-6769,1.0,NC,-1.0,-1,1.0
780,FCEQN,FCEQN-6986,1.0,NC,-1.0,-1,-1.0
781,FCEQN,FCEQN-6557,1.0,NC,-1.0,-1,-1.0
782,FCEQN,FCEQN-6607,1.0,NC,-1.0,-1,-1.0
783,FCEQN,FCEQN-7250,1.0,NC,-1.0,-1,-1.0
784,FCEQN,FCEQN-6715,1.0,NC,-1.0,-1,-1.0
785,FCEQN,FCEQN-6879,1.0,NC,-1.0,-1,-1.0
786,FCEQN,FCEQN-6586,1.0,NC,-1.0,-1,-1.0
787,FCEQN,FCEQN-7159,1.0,NC,-1.0,-1,-1.0
788,FCEQN,FCEQN-6494,1.0,NC,-1.0,-1,-1.0
789,FCEQN,FCEQN-6735,1.0,NC,-1.0,-1,-1.0
790,FCEQN,FCEQN-6666,1.0,NC,-1.0,-1,-1.0
