,unidad_academica,carrera,nro_inscripcion,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso_alumno
398,FCEQN,172,FCEQN-5925,S,0,A,2005,04/12/2011
399,FCEQN,104,FCEQN-5885,S,0,A,2011,03/12/2011
400,FCEQN,104,FCEQN-6009,S,0,A,2011,07/12/2011
401,FCEQN,106,FCEQN-6469,S,0,A,2012,04/14/2012
402,FCEQN,172,FCEQN-6414,S,0,A,2005,02/14/2012
403,FCEQN,104,FCEQN-6470,S,0,A,2011,04/14/2012
404,FCEQN,106,FCEQN-6471,S,0,A,2012,04/15/2012
405,FCEQN,101,FCEQN-6310,S,0,A,2007,01/29/2012
406,FCEQN,104,FCEQN-6285,S,0,A,2011,12/19/2011
407,FCEQN,147,FCEQN-6350,S,0,A,2000,06/02/2012
408,FCEQN,106,FCEQN-6313,S,0,A,2012,01/30/2012
409,FCEQN,101,FCEQN-5751,S,0,A,2007,04/15/2012
410,FCEQN,172,FCEQN-5819,S,0,A,2005,11/27/2011
411,FCEQN,102,FCEQN-6246,S,0,A,2011,12/14/2011
412,FCEQN,147,FCEQN-6472,S,0,A,2000,04/15/2012
413,FCEQN,104,FCEQN-6045,S,0,A,2011,11/12/2011
414,FCEQN,104,FCEQN-6307,S,0,A,2011,12/27/2011
415,FCEQN,147,FCEQN-5973,S,0,A,2000,06/12/2011
416,FCEQN,147,FCEQN-6234,S,0,A,2000,12/14/2011
417,FCEQN,147,FCEQN-6203,S,0,A,2000,12/14/2011
418,FCEQN,172,FCEQN-6370,S,0,A,2005,07/02/2012
419,FCEQN,147,FCEQN-6314,S,0,A,2000,01/30/2012
420,FCEQN,172,FCEQN-5974,S,0,A,2005,06/12/2011
421,FCEQN,102,FCEQN-6117,S,0,A,2011,12/13/2011
422,FCEQN,172,FCEQN-5953,S,0,A,2005,05/12/2011
423,FCEQN,147,FCEQN-6475,S,0,A,2000,04/15/2012
424,FCEQN,104,FCEQN-5904,S,0,A,2011,04/12/2011
425,FCEQN,104,FCEQN-5999,S,0,A,2011,07/12/2011
426,FCEQN,172,FCEQN-5938,S,0,A,2005,05/12/2011
427,FCEQN,147,FCEQN-5959,S,0,A,2000,06/12/2011
428,FCEQN,170,FCEQN-6018,S,0,A,2005,07/12/2011
429,FCEQN,147,FCEQN-6256,S,0,A,2000,12/14/2011
430,FCEQN,104,FCEQN-6056,S,0,A,2011,11/12/2011
431,FCEQN,143,FCEQN-5695,S,0,A,2008,09/04/2012
432,FCEQN,147,FCEQN-6236,S,0,A,2000,12/14/2011
433,FCEQN,147,FCEQN-6231,S,0,A,2000,12/14/2011
434,FCEQN,143,FCEQN-5997,S,0,A,2008,07/12/2011
435,FCEQN,102,FCEQN-6227,S,0,A,2011,09/04/2012
436,FCEQN,104,FCEQN-6100,S,0,A,2011,12/12/2011
437,FCEQN,102,FCEQN-6214,S,0,A,2011,12/14/2011
438,FCEQN,147,FCEQN-6059,S,0,A,2000,11/12/2011
439,FCEQN,172,FCEQN-6243,S,0,A,2005,12/14/2011
440,FCEQN,172,FCEQN-5964,S,0,A,2005,06/12/2011
441,FCEQN,104,FCEQN-6373,S,0,A,2011,07/02/2012
442,FCEQN,104,FCEQN-6034,S,0,A,2011,11/12/2011
443,FCEQN,101,FCEQN-5939,S,0,A,2007,05/12/2011
444,FCEQN,172,FCEQN-6080,S,0,A,2005,12/12/2011
445,FCEQN,147,FCEQN-6039,S,0,A,2000,11/12/2011
446,FCEQN,147,FCEQN-5854,S,0,A,2000,11/29/2011
447,FCEQN,101,FCEQN-6323,S,0,A,2007,11/04/2012
448,FCEQN,106,FCEQN-6479,S,0,A,2012,04/17/2012
449,FCEQN,104,FCEQN-5841,S,0,A,2011,11/28/2011
450,FCEQN,106,FCEQN-6476,S,0,A,2012,04/17/2012
451,FCEQN,106,FCEQN-6121,S,0,A,2012,12/13/2011
452,FCEQN,104,FCEQN-6029,S,0,A,2011,11/12/2011
453,FCEQN,104,FCEQN-5931,S,0,A,2011,05/12/2011
454,FCEQN,101,FCEQN-6188,S,0,A,2007,12/14/2011
455,FCEQN,172,FCEQN-6379,S,0,A,2005,07/02/2012
456,FCEQN,147,FCEQN-6394,S,0,A,2000,11/02/2012
457,FCEQN,147,FCEQN-6126,S,0,A,2000,12/13/2011
458,FCEQN,147,FCEQN-5820,S,0,A,2000,11/27/2011
459,FCEQN,147,FCEQN-5875,S,0,A,2000,03/12/2011
460,FCEQN,104,FCEQN-5881,S,0,A,2011,03/12/2011
461,FCEQN,104,FCEQN-6208,S,0,A,2011,12/14/2011
462,FCEQN,147,FCEQN-6181,S,0,A,2000,12/14/2011
463,FCEQN,101,FCEQN-5821,S,0,A,2007,11/27/2011
464,FCEQN,101,FCEQN-5956,S,0,A,2007,05/12/2011
465,FCEQN,101,FCEQN-6172,S,0,A,2007,12/13/2011
466,FCEQN,101,FCEQN-6092,S,0,A,2007,12/12/2011
467,FCEQN,102,FCEQN-6190,S,0,A,2011,12/14/2011
468,FCEQN,143,FCEQN-6253,S,0,A,2008,12/14/2011
469,FCEQN,172,FCEQN-6477,S,0,A,2005,04/17/2012
470,FCEQN,102,FCEQN-5987,S,0,A,2011,07/12/2011
471,FCEQN,104,FCEQN-6259,S,0,A,2011,12/17/2011
472,FCEQN,143,FCEQN-6096,S,0,A,2008,12/12/2011
473,FCEQN,143,FCEQN-5980,S,0,A,2008,06/12/2011
474,FCEQN,147,FCEQN-6054,S,0,A,2000,11/12/2011
475,FCEQN,143,FCEQN-6134,S,0,A,2008,12/13/2011
476,FCEQN,147,FCEQN-6075,S,0,A,2000,12/12/2011
477,FCEQN,104,FCEQN-5855,S,0,A,2011,11/29/2011
478,FCEQN,147,FCEQN-6085,S,0,A,2000,12/12/2011
479,FCEQN,147,FCEQN-6252,S,0,A,2000,12/14/2011
480,FCEQN,147,FCEQN-6128,S,0,A,2000,12/13/2011
481,FCEQN,101,FCEQN-5986,S,0,A,2007,07/12/2011
482,FCEQN,147,FCEQN-6156,S,0,A,2000,12/13/2011
483,FCEQN,172,FCEQN-6124,S,0,A,2005,12/13/2011
484,FCEQN,172,FCEQN-6161,S,0,A,2005,12/13/2011
485,FCEQN,143,FCEQN-6193,S,0,A,2008,12/14/2011
486,FCEQN,143,FCEQN-6113,S,0,A,2008,12/12/2011
487,FCEQN,147,FCEQN-5993,S,0,A,2000,07/12/2011
488,FCEQN,143,FCEQN-6074,S,0,A,2008,12/12/2011
489,FCEQN,172,FCEQN-5998,S,0,A,2005,07/12/2011
490,FCEQN,172,FCEQN-6072,S,0,A,2005,12/12/2011
491,FCEQN,172,FCEQN-6132,S,0,A,2005,12/13/2011
492,FCEQN,172,FCEQN-6086,S,0,A,2005,12/12/2011
493,FCEQN,147,FCEQN-6403,S,0,A,2000,12/02/2012
494,FCEQN,102,FCEQN-5887,S,0,A,2011,03/12/2011
495,FCEQN,104,FCEQN-5873,S,0,A,2011,03/12/2011
496,FCEQN,104,FCEQN-6084,S,0,A,2011,12/12/2011
497,FCEQN,172,FCEQN-6131,S,0,A,2005,12/13/2011
498,FCEQN,104,FCEQN-6025,S,0,A,2011,11/12/2011
499,FCEQN,102,FCEQN-6067,S,0,A,2011,12/12/2011
500,FCEQN,102,FCEQN-5922,S,0,A,2011,04/12/2011
501,FCEQN,172,FCEQN-6040,S,0,A,2005,11/12/2011
502,FCEQN,147,FCEQN-6155,S,0,A,2000,12/13/2011
503,FCEQN,147,FCEQN-5915,S,0,A,2000,04/12/2011
504,FCEQN,106,FCEQN-6481,S,0,A,2012,04/18/2012
505,FCEQN,102,FCEQN-6176,S,0,A,2011,12/14/2011
506,FCEQN,104,FCEQN-3406,S,0,A,2011,04/21/2012
507,FCEQN,102,FCEQN-6486,S,0,A,2011,04/22/2012
508,FCEQN,147,FCEQN-6487,S,0,A,2000,04/22/2012
509,FCEQN,101,FCEQN-6417,S,0,A,2007,02/19/2012
510,FCEQN,102,FCEQN-5950,S,0,A,2011,05/12/2011
511,FCEQN,172,FCEQN-5866,S,0,A,2005,04/22/2012
512,FCEQN,147,FCEQN-6273,S,0,A,2000,12/17/2011
513,FCEQN,147,FCEQN-6043,S,0,A,2000,11/12/2011
514,FCEQN,104,FCEQN-6210,S,0,A,2011,12/14/2011
515,FCEQN,143,FCEQN-6447,S,0,A,2008,04/22/2012
516,FCEQN,172,FCEQN-5303,S,0,A,2005,04/22/2012
517,FCEQN,147,FCEQN-5234,S,0,A,2000,04/23/2012
518,FCEQN,105,FCEQN-4582,S,0,A,2008,09/04/2012
519,FCEQN,105,FCEQN-1168,S,0,A,2008,04/28/2012
520,FCEQN,172,FCEQN-5930,S,0,A,2005,05/12/2011
521,FCEQN,172,FCEQN-6298,S,0,A,2005,12/21/2011
522,FCEQN,147,FCEQN-6488,S,0,A,2000,07/05/2012
523,FCEQN,147,FCEQN-6423,S,0,A,2000,02/28/2012
524,FCEQN,101,FCEQN-4749,N,0,A,2007,04/20/2010
525,FCEQN,102,944,N,1,A,2005,02/04/1994
526,FCEQN,102,FCEQN-4204,N,0,A,2005,03/30/2009
527,FCEQN,102,FCEQN-4891,N,0,P,2005,04/20/2010
528,FCEQN,103,5689,N,2,P,2005,01/03/1991
529,FCEQN,147,FCEQN-1992,N,1,A,2000,08/02/2006
530,FCEQN,172,FCEQN-4192,N,0,P,2005,03/29/2009
531,FCEQN,103,981,S,0,E,2005,02/17/2008
532,FCEQN,104,FCEQN-5543,S,0,A,2011,12/14/2010
533,FCEQN,102,FCEQN-5777,S,0,A,2011,03/30/2011
534,FCEQN,104,FCEQN-5244,S,0,A,2011,05/12/2010
535,FCEQN,104,FCEQN-5533,S,0,A,2011,12/14/2010
536,FCEQN,102,FCEQN-2369,S,1,A,2011,04/12/2006
537,FCEQN,104,FCEQN-5791,S,0,A,2011,04/20/2011
538,FCEQN,102,FCEQN-5796,S,0,A,2011,04/23/2011
539,FCEQN,102,FCEQN-1283,S,0,A,2011,05/14/2005
540,FCEQN,104,FCEQN-5266,S,0,A,2011,06/12/2010
541,FCEQN,104,FCEQN-5265,S,0,A,2011,06/12/2010
542,FCEQN,102,FCEQN-5131,S,0,A,2011,11/29/2010
543,FCEQN,104,FCEQN-5264,S,0,A,2011,06/12/2010
544,FCEQN,102,FCEQN-1665,S,0,A,2011,12/18/2005
545,FCEQN,104,FCEQN-5463,S,0,A,2005,12/13/2010
546,FCEQN,104,FCEQN-5525,S,0,A,2011,12/14/2010
547,FCEQN,102,FCEQN-5578,S,0,A,2011,12/15/2010
548,FCEQN,102,FCEQN-5340,S,0,A,2011,11/12/2010
549,FCEQN,102,FCEQN-3585,S,0,A,2011,12/16/2007
550,FCEQN,104,FCEQN-5186,S,0,A,2011,04/12/2010
551,FCEQN,104,3219,N,0,P,2009,12/23/1997
552,FCEQN,104,FCEQN-5182,S,0,A,2011,01/12/2010
553,FCEQN,102,FCEQN-4506,S,0,A,2011,04/13/2009
554,FCEQN,104,FCEQN-5257,S,0,A,2011,06/12/2010
555,FCEQN,102,FCEQN-4851,S,0,A,2011,04/19/2010
556,FCEQN,102,FCEQN-5166,S,0,A,2011,01/12/2010
557,FCEQN,104,FCEQN-5472,S,0,A,2011,12/13/2010
558,FCEQN,104,FCEQN-5465,S,0,A,2011,04/04/2012
559,FCEQN,102,FCEQN-5419,S,0,A,2011,12/12/2010
560,FCEQN,102,FCEQN-5411,S,0,A,2011,12/12/2010
561,FCEQN,102,FCEQN-5996,S,0,A,2011,07/12/2011
562,FCEQN,102,FCEQN-4184,S,0,A,2011,05/03/2012
563,FCEQN,102,FCEQN-6275,S,0,A,2011,12/18/2011
564,FCEQN,102,FCEQN-5920,S,0,A,2011,04/12/2011
565,FCEQN,102,FCEQN-6028,S,0,A,2011,11/12/2011
566,FCEQN,104,1687,S,0,A,2011,02/18/2012
567,FCEQN,104,FCEQN-5921,S,0,A,2011,04/12/2011
568,FCEQN,104,FCEQN-5868,S,0,A,2011,11/30/2011
569,FCEQN,104,FCEQN-6049,S,0,A,2011,11/12/2011
570,FCEQN,104,FCEQN-6031,S,0,A,2011,11/12/2011
571,FCEQN,104,FCEQN-6178,S,0,A,2011,12/14/2011
572,FCEQN,104,FCEQN-6097,S,0,A,2011,12/12/2011
573,FCEQN,102,1576,S,2,A,2011,07/28/2001
574,FCEQN,102,FCEQN-5130,S,0,A,2011,11/29/2010
575,FCEQN,102,FCEQN-5282,S,0,A,2011,07/12/2010
576,FCEQN,102,FCEQN-2771,S,0,A,2005,05/02/2007
577,FCEQN,102,FCEQN-4463,S,0,A,2011,03/30/2011
578,FCEQN,102,FCEQN-3648,S,0,A,2011,03/26/2011
579,FCEQN,102,FCEQN-3469,S,0,A,2011,10/12/2007
580,FCEQN,102,FCEQN-1555,S,1,A,2011,06/12/2005
581,FCEQN,102,FCEQN-5245,S,0,A,2011,05/12/2010
582,FCEQN,102,FCEQN-5466,S,0,A,2011,12/13/2010
583,FCEQN,104,FCEQN-5319,S,0,A,2005,11/12/2010
584,FCEQN,102,FCEQN-3781,S,0,A,2011,12/22/2007
585,FCEQN,104,FCEQN-5329,S,0,A,2011,11/12/2010
586,FCEQN,102,FCEQN-4206,S,0,A,2011,03/30/2009
587,FCEQN,102,FCEQN-5666,S,0,A,2011,01/31/2011
588,FCEQN,102,FCEQN-2914,S,0,A,2011,02/20/2007
589,FCEQN,102,FCEQN-4988,S,0,A,2011,04/26/2010
590,FCEQN,102,FCEQN-4551,S,0,A,2011,04/14/2009
591,FCEQN,102,FCEQN-2443,S,0,A,2011,09/12/2006
592,FCEQN,104,FCEQN-5345,S,0,A,2011,11/12/2010
593,FCEQN,104,FCEQN-5277,S,0,A,2011,06/12/2010
594,FCEQN,104,FCEQN-5261,S,0,A,2011,06/12/2010
595,FCEQN,104,FCEQN-5772,S,0,A,2011,03/27/2011
596,FCEQN,104,1057,S,1,A,2011,02/19/2003
597,FCEQN,104,FCEQN-3511,S,1,A,2011,11/12/2007
598,FCEQN,104,FCEQN-5221,S,0,A,2011,05/12/2010
599,FCEQN,104,FCEQN-1116,S,0,A,2011,09/05/2005
600,FCEQN,104,FCEQN-2411,S,0,A,2011,09/03/2011
601,FCEQN,104,FCEQN-895,S,0,A,2011,09/03/2011
602,FCEQN,104,FCEQN-630,S,0,A,2011,03/27/2011
603,FCEQN,104,FCEQN-733,S,0,A,2011,07/03/2011
604,FCEQN,102,FCEQN-3390,S,0,A,2005,04/12/2007
605,FCEQN,102,FCEQN-1351,S,0,A,2005,05/15/2005
606,FCEQN,104,FCEQN-5392,S,0,A,2005,12/12/2010
607,FCEQN,104,FCEQN-5623,S,0,A,2005,12/19/2010
608,FCEQN,102,FCEQN-4604,S,0,A,2011,08/09/2009
609,FCEQN,172,FCEQN-3529,S,1,A,2005,12/12/2007
610,FCEQN,104,3428,S,0,A,2005,12/16/1996
611,FCEQN,102,FCEQN-4182,S,0,A,2011,03/29/2009
612,FCEQN,147,6697,S,0,E,2000,01/03/2000
613,FCEQN,104,FCEQN-5333,S,0,A,2011,11/12/2010
614,FCEQN,104,FCEQN-5039,S,0,A,2005,02/27/2011
615,FCEQN,106,FCEQN-5663,S,0,A,2012,04/23/2011
616,FCEQN,106,FCEQN-5738,S,0,A,2012,04/17/2011
617,FCEQN,106,FCEQN-5112,S,0,A,2012,04/27/2011
618,FCEQN,106,FCEQN-5367,S,0,A,2012,10/04/2011
619,FCEQN,106,FCEQN-4193,S,0,A,2012,03/29/2009
620,FCEQN,106,5130,S,1,A,2008,05/04/2010
621,FCEQN,102,FCEQN-3682,S,0,A,2005,12/18/2007
622,FCEQN,102,FCEQN-3503,S,0,A,2011,11/12/2007
623,FCEQN,104,459,S,0,A,2011,03/28/2012
624,FCEQN,102,1666,S,0,A,2005,02/14/1998
625,FCEQN,104,FCEQN-4411,S,0,A,2005,08/04/2009
626,FCEQN,104,FCEQN-3456,S,0,A,2012,02/22/2012
627,FCEQN,102,1772,S,1,A,2005,02/19/2003
628,FCEQN,102,FCEQN-5628,S,0,A,2005,12/19/2010
629,FCEQN,104,FCEQN-5142,S,0,A,2005,11/30/2010
630,FCEQN,104,FCEQN-4832,S,0,A,2005,04/19/2010
631,FCEQN,106,FCEQN-5383,S,0,A,2008,03/30/2011
632,FCEQN,104,FCEQN-5286,S,0,A,2011,07/12/2010
633,FCEQN,106,FCEQN-4259,S,0,A,2012,04/04/2009
634,FCEQN,104,FCEQN-5784,S,0,A,2005,04/13/2011
635,FCEQN,102,FCEQN-2931,S,0,A,2011,12/03/2011
636,FCEQN,102,FCEQN-6003,S,0,A,2011,09/03/2013
637,FCEQN,143,FCEQN-5034,S,0,A,2008,09/03/2013
638,FCEQN,170,FCEQN-5010,S,0,A,2005,09/03/2013
639,FCEQN,104,FCEQN-5864,S,0,A,2011,09/03/2013
640,FCEQN,172,FCEQN-5616,S,0,A,2005,10/03/2013
641,FCEQN,143,FCEQN-5268,S,0,A,2008,10/03/2013
642,FCEQN,170,FCEQN-7229,S,0,A,2005,10/03/2013
643,FCEQN,104,1674,S,0,A,2011,10/03/2013
644,FCEQN,172,FCEQN-3438,S,0,A,2005,10/03/2013
645,FCEQN,147,FCEQN-3458,S,0,A,2000,11/03/2013
646,FCEQN,170,FCEQN-5015,S,0,A,2005,12/03/2013
647,FCEQN,143,FCEQN-4864,S,0,A,2008,03/16/2013
648,FCEQN,143,FCEQN-3534,S,0,A,2008,03/16/2013
649,FCEQN,143,FCEQN-5800,S,0,A,2008,03/16/2013
650,FCEQN,170,5222,S,0,A,2005,03/20/2013
651,FCEQN,104,728,S,0,A,2011,03/20/2013
652,FCEQN,101,FCEQN-6539,S,0,A,2007,11/24/2012
653,FCEQN,102,FCEQN-6538,S,0,A,2011,11/24/2012
654,FCEQN,102,FCEQN-7110,S,0,A,2011,12/30/2012
655,FCEQN,101,FCEQN-6574,S,0,A,2007,11/26/2012
656,FCEQN,102,FCEQN-6603,S,0,A,2011,11/27/2012
657,FCEQN,101,FCEQN-6106,S,0,A,2007,03/23/2013
658,FCEQN,106,FCEQN-7234,S,0,A,2012,03/23/2013
659,FCEQN,104,FCEQN-6053,S,0,A,2011,03/23/2013
660,FCEQN,104,FCEQN-6327,S,0,A,2011,03/23/2013
661,FCEQN,106,FCEQN-7049,S,0,A,2012,12/18/2012
662,FCEQN,104,FCEQN-6699,S,0,A,2011,03/12/2012
663,FCEQN,101,FCEQN-6969,S,0,A,2007,12/15/2012
664,FCEQN,102,FCEQN-5949,S,0,A,2011,03/23/2013
665,FCEQN,101,FCEQN-6975,S,0,A,2007,12/15/2012
666,FCEQN,101,FCEQN-6533,S,0,A,2007,11/24/2012
667,FCEQN,102,FCEQN-6550,S,0,A,2011,11/25/2012
668,FCEQN,101,FCEQN-7237,S,0,A,2007,03/23/2013
669,FCEQN,172,FCEQN-7238,S,0,A,2005,03/25/2013
670,FCEQN,104,FCEQN-5834,S,0,A,2011,03/25/2013
671,FCEQN,106,FCEQN-7204,S,0,A,2012,09/02/2013
672,FCEQN,172,FCEQN-4871,S,0,A,2005,03/25/2013
673,FCEQN,104,FCEQN-7052,S,0,A,2011,12/18/2012
674,FCEQN,102,FCEQN-5903,S,0,A,2011,03/25/2013
675,FCEQN,104,FCEQN-7236,S,0,A,2011,03/23/2013
676,FCEQN,105,FCEQN-2777,S,0,A,2008,03/25/2013
677,FCEQN,104,FCEQN-5829,S,0,A,2011,03/17/2013
678,FCEQN,147,FCEQN-7016,S,0,A,2000,12/16/2012
679,FCEQN,147,FCEQN-6568,S,0,A,2000,11/25/2012
680,FCEQN,147,FCEQN-6507,S,0,A,2000,11/24/2012
681,FCEQN,147,FCEQN-6499,S,0,A,2000,11/24/2012
682,FCEQN,172,FCEQN-7231,S,0,A,2005,03/20/2013
683,FCEQN,170,FCEQN-6618,S,0,A,2005,11/28/2012
684,FCEQN,172,FCEQN-7073,S,0,A,2005,12/19/2012
685,FCEQN,106,FCEQN-6700,S,0,A,2012,03/12/2012
686,FCEQN,143,FCEQN-6023,S,0,A,2008,03/27/2013
687,FCEQN,104,FCEQN-6626,S,0,A,2011,11/28/2012
688,FCEQN,104,FCEQN-6195,S,0,A,2011,03/26/2013
689,FCEQN,101,FCEQN-5471,S,0,A,2007,03/27/2013
690,FCEQN,106,1527,S,0,A,2012,03/27/2013
691,FCEQN,172,FCEQN-6947,S,0,A,2005,12/12/2012
692,FCEQN,172,FCEQN-7228,S,0,A,2005,09/03/2013
693,FCEQN,147,FCEQN-1112,S,0,A,2000,04/12/2012
694,FCEQN,170,FCEQN-3607,S,0,A,2005,03/27/2013
695,FCEQN,172,FCEQN-6612,S,0,A,2005,11/27/2012
696,FCEQN,143,FCEQN-5011,S,0,A,2008,03/27/2013
697,FCEQN,101,FCEQN-7156,S,0,A,2007,04/02/2013
698,FCEQN,102,FCEQN-5042,S,0,A,2011,04/28/2010
699,FCEQN,172,FCEQN-6775,S,0,A,2005,05/12/2012
700,FCEQN,172,FCEQN-7245,S,0,A,2005,03/30/2013
701,FCEQN,147,FCEQN-6719,S,0,A,2000,03/12/2012
702,FCEQN,102,FCEQN-6860,S,0,A,2011,10/12/2012
703,FCEQN,102,FCEQN-6606,S,0,A,2011,11/27/2012
704,FCEQN,101,FCEQN-6668,S,0,A,2007,02/12/2012
705,FCEQN,147,FCEQN-6927,S,0,A,2000,12/12/2012
706,FCEQN,106,FCEQN-7241,S,0,A,2012,03/25/2013
707,FCEQN,106,FCEQN-7240,S,0,A,2012,03/25/2013
708,FCEQN,143,FCEQN-6805,S,0,A,2008,09/12/2012
709,FCEQN,147,FCEQN-6730,S,0,A,2000,04/12/2012
710,FCEQN,102,FCEQN-6838,S,0,A,2011,10/12/2012
711,FCEQN,101,FCEQN-6816,S,0,A,2007,09/12/2012
712,FCEQN,172,FCEQN-6569,S,0,A,2005,11/26/2012
713,FCEQN,101,FCEQN-6587,S,0,A,2007,11/26/2012
714,FCEQN,101,FCEQN-6781,S,0,A,2007,05/12/2012
715,FCEQN,101,FCEQN-7028,S,0,A,2007,12/17/2012
716,FCEQN,102,FCEQN-6636,S,0,A,2011,01/12/2012
717,FCEQN,104,FCEQN-6643,S,0,A,2011,01/12/2012
718,FCEQN,101,FCEQN-6566,S,0,A,2007,11/25/2012
719,FCEQN,101,FCEQN-6515,S,0,A,2007,11/24/2012
720,FCEQN,106,FCEQN-7121,S,0,A,2012,02/02/2013
721,FCEQN,106,FCEQN-6902,S,0,A,2012,11/12/2012
722,FCEQN,101,FCEQN-6663,S,0,A,2007,02/12/2012
723,FCEQN,143,FCEQN-6680,S,0,A,2008,02/12/2012
724,FCEQN,147,FCEQN-7038,S,,A,2000,12/17/2012
725,FCEQN,147,FCEQN-7029,S,,A,2000,12/17/2012
726,FCEQN,102,FCEQN-6746,S,0,A,2011,04/12/2012
727,FCEQN,147,FCEQN-6518,S,0,A,2000,11/24/2012
728,FCEQN,147,FCEQN-6629,S,0,A,2000,01/12/2012
729,FCEQN,101,FCEQN-6645,S,0,A,2007,01/12/2012
730,FCEQN,106,FCEQN-6903,S,0,A,2012,11/12/2012
731,FCEQN,172,FCEQN-6742,S,0,A,2005,04/12/2012
732,FCEQN,104,FCEQN-6765,S,0,A,2011,05/12/2012
733,FCEQN,106,FCEQN-6979,,0,A,2012,12/15/2012
734,FCEQN,102,FCEQN-7247,,0,A,2011,03/30/2013
735,FCEQN,101,FCEQN-7246,S,0,A,2007,03/30/2013
736,FCEQN,106,FCEQN-6649,S,0,A,2012,01/12/2012
737,FCEQN,102,FCEQN-6839,S,0,A,2011,10/12/2012
738,FCEQN,147,FCEQN-6683,S,0,A,2000,02/12/2012
739,FCEQN,102,FCEQN-6802,S,0,A,2011,09/12/2012
740,FCEQN,147,FCEQN-6653,S,0,A,2000,01/12/2012
741,FCEQN,147,FCEQN-6978,S,0,A,2000,12/15/2012
742,FCEQN,147,FCEQN-6787,S,0,A,2000,05/12/2012
743,FCEQN,106,FCEQN-6847,S,0,A,2012,10/12/2012
744,FCEQN,147,FCEQN-6747,S,0,A,2000,04/12/2012
745,FCEQN,101,FCEQN-7170,S,0,A,2007,06/02/2013
746,FCEQN,101,FCEQN-6841,S,0,A,2007,10/12/2012
747,FCEQN,172,FCEQN-6631,S,0,A,2005,01/12/2012
748,FCEQN,172,FCEQN-6997,S,0,A,2005,12/15/2012
749,FCEQN,106,FCEQN-6671,S,0,A,2012,02/12/2012
750,FCEQN,147,FCEQN-7232,S,0,A,2000,03/23/2013
751,FCEQN,102,FCEQN-7235,S,0,A,2011,03/23/2013
752,FCEQN,101,FCEQN-6918,S,0,A,2007,12/12/2012
753,FCEQN,101,FCEQN-7076,S,0,A,2007,12/19/2012
754,FCEQN,147,FCEQN-7227,S,0,A,2000,09/03/2013
755,FCEQN,104,FCEQN-7233,S,0,A,2011,03/23/2013
756,FCEQN,101,FCEQN-6592,S,0,A,2007,11/27/2012
757,FCEQN,104,FCEQN-6623,S,0,A,2011,11/28/2012
758,FCEQN,106,FCEQN-6948,S,0,A,2012,01/04/2013
759,FCEQN,101,FCEQN-6909,S,0,A,2007,12/12/2012
760,FCEQN,147,FCEQN-7163,S,0,A,2000,05/02/2013
761,FCEQN,147,FCEQN-6696,S,0,A,2000,02/12/2012
762,FCEQN,172,FCEQN-6573,S,0,A,2005,11/26/2012
763,FCEQN,104,FCEQN-2385,S,0,A,2011,01/04/2013
764,FCEQN,172,FCEQN-6785,S,0,A,2005,05/12/2012
765,FCEQN,147,FCEQN-4931,S,0,A,2000,04/24/2010
766,FCEQN,147,FCEQN-4936,S,1,A,2000,04/24/2010
767,FCEQN,147,FCEQN-3311,S,0,N,2000,02/12/2007
768,FCEQN,172,FCEQN-6496,S,0,A,2005,11/24/2012
769,FCEQN,101,FCEQN-6615,S,0,A,2007,11/28/2012
770,FCEQN,172,FCEQN-6498,S,0,A,2005,11/24/2012
771,FCEQN,147,FCEQN-6718,S,0,A,2000,03/12/2012
772,FCEQN,172,FCEQN-6871,S,0,A,2005,11/12/2012
773,FCEQN,147,FCEQN-6641,S,0,A,2000,01/12/2012
774,FCEQN,106,FCEQN-6793,S,0,A,2012,09/12/2012
775,FCEQN,101,FCEQN-7175,S,0,A,2007,06/02/2013
776,FCEQN,147,FCEQN-6812,S,0,A,2000,09/12/2012
777,FCEQN,147,FCEQN-7122,S,0,A,2000,02/02/2013
778,FCEQN,143,FCEQN-7097,S,0,A,2008,12/22/2012
779,FCEQN,104,FCEQN-6769,S,0,A,2011,05/12/2012
780,FCEQN,101,FCEQN-6986,S,0,A,2007,12/15/2012
781,FCEQN,147,FCEQN-6557,S,0,A,2000,11/25/2012
782,FCEQN,172,FCEQN-6607,S,0,A,2005,11/27/2012
783,FCEQN,172,FCEQN-7250,S,0,A,2005,01/04/2013
784,FCEQN,101,FCEQN-6715,S,0,A,,03/12/2012
785,FCEQN,102,FCEQN-6879,S,0,A,,11/12/2012
786,FCEQN,172,FCEQN-6586,S,0,A,2005,05/12/2012
787,FCEQN,101,FCEQN-7159,S,0,A,2007,01/04/2013
788,FCEQN,102,FCEQN-6494,,0,A,2011,11/24/2012
789,FCEQN,106,FCEQN-6735,,0,A,2012,04/12/2012
790,FCEQN,104,FCEQN-6666,S,0,A,2011,02/12/2012
791,FCEQN,104,FCEQN-7167,S,0,A,2011,05/02/2013
792,FCEQN,104,FCEQN-6591,S,0,A,2011,11/27/2012
793,FCEQN,102,FCEQN-6540,S,0,A,2011,11/24/2012
794,FCEQN,102,FCEQN-7222,S,0,A,2011,02/18/2013
795,FCEQN,104,FCEQN-6919,S,0,A,2011,12/12/2012
796,FCEQN,104,FCEQN-6953,S,0,A,2011,12/12/2012
797,FCEQN,104,FCEQN-6766,S,0,A,2011,05/12/2012
798,FCEQN,106,FCEQN-6865,S,0,A,2012,10/12/2012
